title,datetime,raw_txt
"Mandsaur rape: Muslims disown suspect, demand death penalty",2018-06-29T08:30:05+05:30,"INDORE: Amid shock and outrage over the rape of a seven-year-old girl in Mandsaur, Muslim community leaders on Thursday disowned the accused and demanded the   for him. They announced that they will not allow his body to be buried in any community burial ground in the district.

 
 “There is no place for such a monster in the community. He should be hanged,” Waqf Anjuman Islam Committee Sadar Mohd Yunus Sheikh told reporters after leading a delegation to submit a memorandum to Mandsaur SP Manoj Singh.
 
 
  
 
 
 Several Muslim organisations came forward to demand a speedy trial in fast track court and capital punishment to the convict. Police have arrested a porter, Irfan Mev alias Bhaiyyu, for the horrifying crime. “Such a heinous crime cannot be pardoned. We have decided that we will now allow the culprit’s body to be buried in any of the community burial grounds in the district,” Sheikh said.
 
 
 
 
 Chief minister Shivraj Singh Chouhan has ordered police and the administration toconduct a thorough investigation and ensure speedy trial, Mandsaur MLA Yashpal Singh Sisodia said.
 
 The girl clings to life in Indore after a series of surgeries on Thursday. Doctors hinted that she was assaulted with a penetrative object, causing extensive damage.
 
 Though police have arrested Irfan, they don’t rule out involvement of other miscreants. “We are exploring the angle of gang rape. The girl is not in a position to give any statement,” Mandsaur SP Manoj Singh told TOI. Police say Irfan lured the girl to a secluded place on Tuesday evening after promising toffees and snacks. She was found in a field the next morning, covered in blood and with her throat slit.
 
 Police identified Irfan from CCTV footage and arrested him. The bloodstained uniform of the child was found on him. He has been booked for repeated aggravated penetrative sexual assault under POCSO and for kidnap, rape and attempted murder under IPC. He is in police remand for five days. “We are interrogating the accused, details of which can’t be divulged at this juncture,” Singh said.
 
 The crime also jolted the child welfare committee out of slumber. The committee has warned to penalize schools of they don’t check escort cards when parents or family members arrive to take back the children. Initial probe has revealed that child’s school had defunct CCTV cameras. The panel has ordered all schools to install CCTV cameras.
 
 
 
 Mandsaur lawyers have announced they will not defend Irfan in court. The Mandsaur Bar Association took the decision to boycott Irfan and said that an army of 100 lawyers will appear on behalf of the victimized girl.
 
 The girl was found brutally raped and with her throat slit in a secluded area in Mandsaur on Wednesday, a day after she went missing from the school. Police had arrested Irfan on basis of the CCTV grabs showing him escorting the girl away from the school.
 
"
"Ex-addict alleges DSP forced her into drugs, raped her",2018-06-29T05:34:39+05:30,"JALANDHAR: Punjab police on Thursday suspended the   at the centre of a controversy caused by allegations made by a young Ludhiana woman that he pushed her into drug addiction and raped her.

 
 Taking note of the 26-yearold’s allegations made at a press conference in Jalandhar on Thursday, chief minister Amarinder Singh asked DGP Suresh Arora to ensure a proper inquiry into the matter and to take stern action against the DSP, if found guilty.
 
 IPS officer Anita Punj, who is director of Punjab Police Academy at  , has been directed to conduct a preliminary inquiry into the woman’s allegations and submit her report within a week, the Punjab police spokesperson said.
 
 Daljit Singh Dhillon, former international hockey player last posted as DSP (headquarters) at Ferozepur, who was named by the former addict, took a call from TOI on Thursday, but when asked about his reaction to the allegations made at the press conference, he cut the call and did not respond to a detailed SMS about the same.
 
 The former addict also alleged that the DSP would ask her to get more young unmarried women clients for sale of  . The woman, whose name is being withheld to protect her identity, has also written a letter to the chief minister detailing the allegations against the DSP. Leader of Opposition Sukhpal Singh Khaira and LIP MLA Simarjit Singh Bains, who accompanied the former addict at the press conference, said an inquiry into the nexus between police officers and drug mafia should be probed by a sitting high court judge. They called for immediate removal of DGP Arora and DGP (Intelligence).
 
 
 
 
 The Ludhiana woman in her letter to CM said she first met Dhillon at his Tarn Taran residence in the summer of 2013 and has described details like location and internal details.
 
 She alleged that the officer served lunch to her and her companion and then placed heroin before her and said it was fad among young women to sniff it.
 
 “His aide named Ashok then brought foil paper etc and then the police officer told me the method of its consumption. He also gave me some quantity of the contraband,” she said, adding, “He told me that he had some recovered drug and asked me to bring it in contact with young unmarried women.”
 
 The woman again went to his residence after some days with a female and she alleged that he took her to a room upstairs “where he gave me the drug and then also raped me.”
 
 The survivor revealed that she became addicted to heroin and then met Balraj, from a well-off family who also was an addict. He committed suicide when he had very strong withdrawal symptoms during Dera Sacha Sauda violence in August 2017.
 
 After that, her family got her admitted to a Kapurthala de-addiction centre with help of MLA Bains. She also suffered a miscarriage due to her addiction, but she has recovered and is living a drug-free life. “I want that young men and women should come out of this web of drugs as I it is rebirth for me,” she said.
 
"
"Punjab DSP got me into drugs, raped me, says former addict",2018-06-29T03:52:37+05:30,"JALANDHAR: Punjab police on Thursday suspended a DSP who allegedly pushed a Ludhiana woman into drug addiction and raped her. Taking note of the 26-yearold’s allegations made at a press conference in   on Thursday, chief minister Amarinder Singh asked DGP Suresh Arora to conduct an inquiry and take stern action against the DSP, if found guilty. 

 
 Daljit Singh Dhillon, posted as DSP (headquarters) at Ferozepur, took a call from TOI but hung up when asked for his reaction to the allegations. The Ludhiana womansaid she first met Dhillon at his residence in 2013. She alleged that the officer served lunch to her and then placed   before her and said it was a fad among young women to sniff it. “ He taught me the method of its consumption. 
 
 He also gave me some quantity of the contraband,” she said. “He told me that he had some drug recovered in raids and asked me to offer it to young unmarried women.” The woman again went to Dhillon’s residence after a few days. 
 
 She alleged that the DSP took her to a room upstairs “where he gave me the drug and then raped me.” The survivor revealed that she slowly became a heroin addict but she has recovered and is living a drug-free life now.
 
"
Youth held for kidnap and rape,2018-06-29T10:14:06+05:30,"CUTTACK: Police on Thursday arrested a 19-year-old youth for allegedly kidnapping and raping a minor girl in in Banki in  . 

  Police said the girl is physically challenged. 
 
 The accused worked in a sweet making unit of the girl's father. The accused, Tophan Barik, had developed affair with the girl and had eloped with her on March 30. Irate over the issue, the girl's father had lodged FIR against Tophan. 
 
 ""After a month-long search we have managed to nab the accused. According to the father of the girl, the accused had taken the girl forcibly. Investigation is on in the case,"" said a police officer of Banki police station. 
 
 A case of kidnapping and   has been registered against the accused. tnn 
 
 
"
Protesters demand death sentence for man who raped minor,2018-06-27T12:09:28+05:30,"JAISALMER: The incident of rape of a six-year-old at Unrod village under Girab police station area in Barmer   has disturbed everybody. Now in this case, along with public, police are also irked. Everybody wants that culprit should be hanged to death and people from all communities from Barmer and Jaisalmer have united to demand death sentence to the culprit. On Tuesday in Jaisalmer and Pokhran, a candle march was taken out. Women also took out a rally and submitted a memorandum to the collector. Muslim community in Barmer too protested this incident.

 Looking at the increasing resentment among people, the family of the culprit has migrated to their relatives’ place somewhere else. Although, after the incident, there was doubt of communal harmony getting disturbed and police remained alert, as deceased and the culprit are from different religions. But people of all religions and communities came on the road demanding death sentence for Raees Khan and gave the message that culprits do not have any religion or caste. Muslim community has submitted a memorandum to district collector that is addressed to the President and Prime Minister and have condemned this incident.
 
 Muslim community leader Fateh Khan said, “The incident of minor’s rape is condemnable and we express our condolences. The person who has committed such a crime should be hanged to death, so that such incidents are not repeated in the district.”
 
 A candle march was taken out in Jaisalmer city and Pokhran by Hindu Jagrat Manch and VHP. Manch district convener Rawal Singh Kelava said this incident has disturbed all the people and this march has been taken out to demand strict punishment for the culprit.
 
 The march started from Gandhi Chowk and reached Jainarayan Vyas Chowraha passing from Kila Road, Subhash Chowk and panchayat samitis. Women and girls are quite worried over their safety due to lack of action against the culprits. They said culprits should get such punishment that in future no one dares to commit such crimes. In memorandum they demanded giving justice to family members and strict punishment to the culprit. Even police force is annoyed over this incident and are collecting evidences against the culprit.
 
 Barmer SP Gagandeep Singhla said he has seen such a heinous crime for the first time in his police service. The case has been lodged under new POCSO Act to get death sentence for the culprit and soon   will be submitted in the court against the culprit.
 
 
"
Man arrested for raping pregnant sister-in-law,2018-06-26T23:09:00+05:30,"Aurangabad: The police have arrested a man on charges of repeatedly raping his elder brother’s pregnant wife for the past eight months.

 According to police, the accused was earlier as well booked on charges of molesting the victim following which he was arrested. 
 
 The 21-year old woman, in her complaint lodged with the Osmanpura police station, has stated that the accused would often threaten her with dire consequences on finding her alone in the house and even assault her for resisting his advances.
 
 The accused raped her by threatening to kill her two-year-old son if she refused his advances. 
 
 The matter was first learnt by some of her relatives following which the woman recently brought it to the notice of her husband and mother-in-law.
 
 The family then gathered courage and on Monday reached out to the police and lodged a complaint. 
 
 “The woman is seven-months pregnant and medical test was carried out following which rape offence was registered against the accused along with charges of voluntarily causing hurt and criminal intimidation,” a police officer said.
 
 Osmanpura police inspector Pralhad Ghodke informed that soon after registration of the case, the accused was arrested and the process of investigation is underway. An officer privy to the investigation said that the accused has made some claims countering the allegations made against him and the police are probing them.
 
 Sources said the victim woman’s husband works in a different city at a private company. 
 
 Taking advantage of the situation, the accused, who is unemployed, allegedly raped her on several occasions by threatening her with dire consequences. 
 
 
"
"Rape taint off 62-year-old, court laments no law to protect men",2018-06-27T00:59:07+05:30,"NEW DELHI: “Where is the law to protect men from women and children who implicate them in false cases” a Delhi   asked while acquitting a senior citizen accused of raping his minor   in October 2015. 

 The special Protection of Children against Sexual Offences (POCSO) court said the girl had given different statements at different times and they were all riddled with inconsistencies. “The complainant’s numerous contradictions and inconsistencies as well as with that of her mother’s statements remain unexplained,” additional sessions judge Nivendita   said.
 
 The court observed that the plight of the 62-year-old   might continue despite the acquittal as it would have caused “uproar in the society since he was the maternal grandfather of the minor”. “His acquittal may not even be noticed. He will continue to suffer the stigma of being a rape-case accused. He has also remained in custody for a considerable period,” said the court.
 
 The nine-year-old complainant alleged that the man committed digital   on multiple occasions. He was accordingly chargesheeted, but claimed innocence. 
 
 In his statement in court, the man accused the girl’s mother of falsely implicating him as she wanted to usurp his property. In his defense, he said he had allowed his daughter to live in his house on humanitarian grounds, but she tutored her minor daughter, and filed a false case against him. He also alleged that the police forcibly obtained his signatures on blank papers. This case, according to him, was filed only because his younger daughter wanted to grab his property. 
 
 The court, however, found that the girl did not depose that her grandfather sexually abused her, in fact, gave an account of some previous alleged incidents which were neither reported nor mentioned in the complaint. 
 
 “There are numerous inconsistencies in the girl’s statements, especially regarding the manner in which the alleged offence was committed. It also cannot be ignored that the she as well as her mother have admitted in their cross examination that there was a dispute between the accused and the girl’s parents over the property, which indicates the possibility of false implication of the accused,” the court observed.
 
 A seemingly ‘untrue’ version of the girl’s statements prompted the court to observe that no reason had been shown as to why the man would jeopardise his future, and there is nothing on the record to show that he had committed the offence. “No one discusses about the dignity and honour of a man as everyone is only fighting for the rights, honour and dignity of women and children... Perhaps, now it is the time to take a stand for a man,” it added.
 
 
"
No leniency for 70-year-old who raped child: Court,2018-06-27T01:33:06+05:30,"NEW DELHI:   does   any   as the crime with a child, aged around four years, is   and cannot be pardoned, the Delhi high court said and upheld the six-year conviction of the   accused. “The survivor was   to his  .”

 The appellant (then) aged around 65 years was aware as to what he was doing and what were the consequences of the wrongdoings, observed Justice S P Garg. For the court, the trauma for the girl’s parents was palpable especially after realising that the man who   their daughter was their neighbour and he had committed the crime when she had unsuspectingly gone to play at his house. “Trial court has dealt with all the arguments minutely in the impugned judgment; it warrants no intervention being based upon fair appreciation of evidence. The conviction is confirmed,” Justice Garg held.
 
 A trial court had on October 14, 2017, convicted the man for rape under relevant provisions including Section 10 (aggravated sexual assault) of Protection of Children against Sexual Offences Act and awarded him sex years’ jail term. Relying on her statement — “budhe ne haath diya tha (old man used his hand)” — the HC observed that the child was able to identify the man to be the one behind the crime. The trial court had also found the man guilty of outraging the modesty of the minor survivor.
 
 The survivor had stated that on March 17, 2014, when she had gone to play with the grandchildren of convict Shyamu, he had inappropriately touched her private parts. On the same day, she confided in her parents her ordeal following which they got a complaint registered with the police.
 
  “The forensic and medical reports have confirmed the presence of appellant’s sperm on the survivor’s underwear,” the HC held.
 
 
"
"Woman alleges rape, blackmail",2018-06-27T04:06:00+05:30,"Ahmedabad: A woman on Tuesday filed a complaint with Shahibaug police stating that she was raped by a man she came to know through social media in 2015.

 The woman, a former student of Gujarat Institute of Nursing Education and Research located on the Civil Hospital campus, alleged that in 2015 when she was a student, she became friends with Dhruvit Patel, a resident of Pandavania village in Thasra taluka of Kheda district, through a social media website. The two then began talking on the phone regularly.
 
 In October 2015, the accused told her that he would come to visit her in Ahmedabad. When he arrived, he picked her up from the campus and told her they were going for a ride. He took her to a guest house near Geeta Mandir, where he forcibly disrobed her and allegedly raped her.
 
 The woman said Patel raped her and clicked pictures of her in the nude. Moreover, he threatened her and warned her not to tell anyone about the incident. The victim said that the accused then blackmailed her, using the photographs and repeatedly had sex with her, the victim stated in the FIR with Shahibaug police.
 
 When she told him to stop calling her, the accused said he would post the photos on social media and send them to her father. “I thought my career would be ruined and if my father found out about it, he would punish me. So I did not tell anyone about this,” the woman said in her complaint.
 
 About two months ago, when the accused called and demanded sexual favours, she told her father about her situation. 
 
 
"
"CHC pharmacist charges Rs 500 for free test, rape attempt victim writes to CM",2018-06-27T12:16:51+05:30,"PILIBHIT: A pharmacist in Pilibhit’s   community health centre charged Rs 500 as “examination fee” from a 25-year-old woman who was brought there by police after her brother-in-law allegedly attempted to rape her. When she came to know that the examination is free of cost, she and her family confronted the pharmacist, who allegedly abused them and sent them away.

 
 Now, the woman has lodged a complaint against him with chief minister Yogi Adityanath. She has also filed an affidavit to the effect with the   magistrate. 
 
 In her complaint supported by the affidavit, the victim alleged that her husband’s brother attempted to rape her and burn her alive. Police lodged an FIR against him under IPC section 452 (punishment for wrongful confinement), 354 (assault or criminal force to woman with intent to outrage her modesty), 323 (punishment for voluntarily causing hurt), 506 (punishment for criminal intimidation) and 341 (punishment for wrongful restrain) on June 8. On June 9, she was taken to the community health centre for an examination.
 
 The woman said the pharmacist on duty, JV Singh, made her deposit Rs 500 as government fee for medical examination. The pharmacist at the CHC handles matters relating to registration and admission of patients and collecting fee for medical tests.
 
 “I was not aware about the rules concerned. I paid Rs 500 to the pharmacist as fee after which the examination was carried out,” she claimed. 
 
 She said she came to know about the free facility of medical tests in crime related matters which are referred by police only on June 19, when her brother went to the CHC to get medicines. He read a note to this effect that had been pasted on a wall in bold letters.
 
 The woman said she has demanded immediate punitive action against the “corrupt pharmacist” from the chief minister as well as the district magistrate.
 
 
"
"Married woman accuses man of rape, extortion",2018-06-27T10:42:58+05:30,"RAJKOT: A 34-year-old married woman and mother of a seven-year-old boy, has accused one Nakul Miyatra, of rape and  . She has also alleged that Miyatra intimidated her and threatened to kill her son and husband if she did not pay him Rs 1 lakh. The woman came in contact with Miyatra about 18 months ago when she visited a garden on Kothariya Road. They gradually became close.

 
  The woman’s complaint alleged she was raped at her several hotels, his house and other places. It further stated that the accused took Rs 35,000 from her and was demanding Rs 1 lakh more. When Miyatra started to threaten her for money, she confided in her husband. They lodged a rape complaint against Miyatra on Monday night at Bhaktinagar police station. 
 
 
"
Teen promised role in films raped,2018-06-27T10:34:22+05:30,"RAJKOT: A teenaged girl lodged a rape complaint against a Rajkot-based man after reneged on his promise to marry her. The girl lodged the plaint with Gandhigram   station on Monday night which was transferred to Mahila police station on Tuesday. 

 
 Police booked the accused Hiren Makwana for rape and his wife Archana for being accessory to the crime. Both accused are residents of Rajkot and are on the run. According to case details, the minor girl (17), had befriended Makwana over Facebook in 2015. He was using a fake name Ali Imran Menu. The girl, who was aspiring for a career in films and modelling, was living with her mother in Jamnagar’s Hussain Chowk area.
 
 Soon, Makwana and the girl became friends and used to meet regularly. He boasted of his connection in the film industry and promised her that he would get them assignments. The duo then moved to Rajkot in 2015. 
 
 This is when Makwana allegedly raped the girl for the first time. He then continued to exploit her by promising to get her modelling assignments. However, the girl got pregnant and gave birth to a child on February 5, 2016. He had then promised her mother that he would marry her daughter after she turns 18. Makwana paid for the child’s maintenance and for other household expenses.
 
 During the same time, the girl discovered the true identity of Makwana and on being confronted, he apologized and promised to marry her.
 
 However, about a week ago, when the girl was at her friend’s place Makwana came with Archana and told her that they had got married at a temple in Kukavav. Archana also told the survivor to get out of his life. 
 
 In her complaint, the girl told police that Mackwana and Archana thrashed her before leaving.
 
"
Nepalese woman registered fake rape case: Police,2018-06-27T13:04:01+05:30,"SHAHJAHANPUR: A 22-year-old Nepalese citizen who claimed that she was gang-raped in a place of worship on Sunday night in Khuthar area has admitted that she registered a   against the two caretakers of the building, police said.

 
 The woman told police that she wanted to divert the attention of her husband who had asked her to bring Rs 30,000 from her parents.
 
 Rahul Singh, station house officer of Khuthar, said the woman is married to an Indian in Sitarganj city of  . She was returning home from Dhangadi in Nepal and passing through Khuthar. She stayed in a place of worship along with her baby and a three-year-old son on Sunday night. On Monday, she claimed that she was gang-raped. Two men were arrested.
 
 “But the functionaries of another place of worship approached us and said she had stayed on their premises and they had a the CCTV footage that confirmed the same. When confronted, she confessed that she had registered a fake FIR,” Singh said.
 
 A medical examination also showed she had not been raped. The two men were set free.
 
 The woman will be produced in the court of chief judicial magistrate to record her statement. Police will file an FIR against her under IPC section 182 (false information, with intent to cause public servant to use his lawful power to the injury of another person) after her statement is recorded in court.
 
"
"Sexually harassed for years, 19-year-old girl quits studies",2018-06-27T14:22:41+05:30,"BHOPAL: A 19-year-old girl, who was allegedly sexually harassed for years,   studies after her schooling. According to police, the survivor completed her schooling, but discontinued studies after allegedly facing repeated harassment from the accused, Shahzeb, who stays close by her home.

 
 In the latest incident, Shahzeb allegedly waylaid the survivor, who was out on a stroll with her younger sister on June 24. Shahzeb, who reached the spot, allegedly passed lewd commets. When the survivor narrated the incident to her family, her mother allegedly called Shazeb to their home to warn him, but he did turn up, said police. However, Shahzeb again allegedly waylaid the survivor on Monday and asked her whether she would marrying him. When she refused, Shahzeb held her hand and allegedly sexually harassed her in public view threatening her of dire consequences . This time also, the younger sister was accompanying the survivor. When the sisters raised an alarm, Shahzeb fled, said police.
 
 The sisters approached Nishatpura police station and lodged a complaint on Monday. Shazeb will be arrested soon, said police, adding that he has been troubling the girl for years now.
 
"
"MP: Seven-year-old girl abducted, raped in Mandsaur",2018-06-27T18:16:55+05:30,"INDORE: A seven-year-old girl was abducted and raped by an unidentified person before being abandoned at a secluded place in  . 

 The minor girl had gone missing from her school in   on Tuesday afternoon and was found raped and abandoned in a critical state near   on Wednesday morning around 10:00 am, said  . 
 
 “The girl was found with injuries all over her body. She was raped. We rushed her to the hospital but she was referred to Indore for further treatment,” said  , SP Mandsaur.
 
 He added that a case has been registered and the accused will be arrested at the earliest. “Teams were sent across to ascertain the identity of the accused and school authorities were being interrogated,” he said. 
 
 The matter came to fore after the minor’s grandfather reached the school to pick her up. He was told that she had left the school 15 minutes ago. After waiting for a while and discussing with the school teachers, the parents approached police and registered a missing complaint following which investigations were initiated. 
 
 Police said that on Wednesday morning, they received a call that the girl was found in a field near Lakshman Gate. Senior police officials, forensic experts reached the spot to investigate the crime scene. 
 
 The girl was bleeding profusely. She was rushed to the district hospital from where she was referred to Indore as her condition was stated to be critical. Police said that the accused had also committed unnatural offences with her. 
 
 Her parents were informed about the incident and they took her to the hospital in Indore. 
 
"
Man gets 10 years for raping minor,2018-06-27T04:18:48+05:30,"MUMBAI: A special Protection of Children from Sexual Offences (POCSO) Act court on Tuesday convicted and sentenced a 25-year-old man to 10 years' imprisonment for sexually assaulting a 13-year-old girl in 2015. 

  Special judge V S Padalkar found the accused guilty under   sections for   and kidnapping, and sections of POCSO Act.
 
  Special public prosecutor Iqbal Solkar said the victim and her mother deposed. The mother told the court that she sent her daughter to buy vegetables on February 16, 2002, at 6pm. The mother said that when her daughter did not return, she began to look for her.
 
  The following morning she checked with her mother if her daughter had visited her. But her mother said the child had not come over. The victim's mother then lodged a police complaint.
 
  The mother told the court that the child returned on February 18 but was frightened. She said the child told her that a man had taken her to a house, raped her and hit her when she protested. The mother stated that the man left her in a room and took a tiffin for her later.
 
  The child told her that the accused repeated the act on the following days and finally dropped her close to her house and left on February 18.
 
  The accused denied the allegations in his final statement to the court and claimed the child had run away with him after an altercation with her father. He claimed that he had even tried to convince her to return but she refused.
 
 
"
Karnataka: Three persons arrest for gang-rape in Sullia,2018-06-27T20:38:15+05:30,"MANGALURU: The   has arrested three people in connection with the gang-rape of a 25-year-old in the  .

 The accused were arrested a day after the incident, based on the details provided by the victim. They have been identified as Jayaprakash, 25, Ranjith N, 20 and Ravindra, 35, all of whom belong to the  . Police said Jayaprakash and Ranjith are auto rickshaw drivers, while another person is a mason.
 
 The police added that on June 25, while the victim was returning home walking, after delivering milk cans at a dairy, the three accused arrived in an auto rickshaw and asked for an address. When the victim was giving directions, they allegedly pulled her inside and stuffed her mouth with a cloth. They later took her to a remote place near a   and raped her. At 5.30 pm, they brought her to nearby road and dropped her there. 
 
 The victim called her brother and told him about the atrocity, after which a case was lodged with the Bellare police. The accused use to see the victim, whenever she came to town to drop milk cans at the dairy, after which they targeted her. All the accused have been remanded in judicial custody.
 
 
 
"
DCP booked for raping woman constable's daughter in Aurangabad,2018-06-27T16:11:25+05:30,"AURANGABAD: A senior police officer here was booked on Wednesday for allegedly raping a 23-year-old daughter of a woman constable on the pretext of providing her job, an official said. 

 
 According to a complaint filed by the victim, Deputy Commissioner of Police (Zone II) Rahul Shrirame allegedly sexually assaulted her repeatedly between February and June 21, the police said. 
 
 ""Shrirame was booked on the charge of raping the daughter of a woman constable here on the promise of giving a job to her. The victim had filed a complaint against him some days back, after which he went on leave,"" DCP Vinayak Dhakne told . 
 
 ""Based on the complaint, a case was registered at MIDC Cidco police station today. Investigation into the case will be initiated,"" Dhakne said. 
 
 Inspector Surendra Malale at MIDC Cidco police station said Shrirame has been booked under IPC sections 376 (rape), 417 (cheating), 323 (voluntarily causing hurt) and 506 (criminal intimidation). 
"
Canadian woman raped by man she met at Delhi pub,2018-06-27T21:38:36+05:30,"NEW DELHI: A Canadian woman was allegedly raped by a man whom she met at a pub in  's Hauz Khas area, the police said on Wednesday.

 The accused, identified as Abhishek, has been arrested, they said.
 
 Abhishek befriended the woman at a pub in Hauz Khas Village, where she had gone with her friends on Tuesday evening.
 
 According to the police, the woman went to Abhishek's place on his invitation where he assaulted her.
 
 She informed the police after reaching AIIMS and later gave a written complaint, an official said.
 
 A case has been registered, he added.
 
"
3 Punjab tourists arrested for gang rape of 2 students in Manali,2018-06-28T08:34:26+05:30,"MANALI: Two schoolgirls from Himachal Pradesh’s   district were allegedly raped by five men, including three   from   in Punjab, after they took a lift in their car to go to Manali.

 
 Medical examination of one of the schoolgirls, a minor, has confirmed rape, but the other student, who is an adult, has refused to get a medical examination.
 
 The minor survivor filed a rape complaint with the Kullu police after which three of the accused were arrested from Punjab. The other two accused, both residents of Kullu district, have not been arrested yet.
 
 The minor survivor’s statement suggests both she and friend had been raped by the men. The police are offering counselling to the adult survivor so that she joins the investigation.
 
 The police revealed that the two schoolgirls wanted to go to Manali from Kullu on June 15. They reached Seobag on their own and then hitched a ride in a tourist car. After the girls failed to return home, their parents filed missing reports on June 17 and the police traced the two of them in Manali on June 19.
 
 In her complaint, the survivor told the police that she and her friend had been raped by the men who had given them a lift till Manali. She revealed the registration number of the vehicle in which the two of them had taken a lift and this helped the police to trace the three men from Punjab to Bathinda and they were arrested on June 24. The three men, identified as Amandeep (28), Ishu (23) and Akshay (23) have already been sent to judicial custody.
 
 Kullu superintendent of police Shalini Agnihotri said both the girls stayed with the accused till evening and had dinner and consumed alcohol with them. “The tourists stayed at guesthouses at Rangari, Vashisht and Manali. The minor has complained of gang rape by three persons from Bathinda. And her statement is pointing at involvement of two more persons from Kullu, who were also with them,” the SP said.
 
 The SP said that remaining two accused are still at large and police are searching for them. “We are cross-examining the statement (made by the minor). Hopefully, the other girl would help the police after proper counseling. There could be more revelations after arrests of the remaining two accused.”
 
"
Man booked for raping daughter,2018-06-28T08:29:43+05:30,"JIND: A 42-year-old Jind man was arrested for allegedly raping his daughter for one year. The case has been registered under relevant sections of the  .

 
 In her complaint to the police, the survivor, a Class XI student, said her father was forcing her to return from a relative’s wedding in   and she didn’t want to go back. The survivor had an argument with her father and she didn’t want to return home, said sub inspector Prem Kumari of Jind women police station, adding that she narrated the incident to her maternal uncle and mother. The father had been reportedly raping the girl in the absence of her mother for the last one year, said the investigating officer.
 
 The accused has been arrested and will be produced before the court, the officer said. Police have received a zero FIR from Kurukshetra and matter is being investigated in Jind as crime has occurred in the district jurisdiction.
 
 
"
Kotkhai rape-murder case: CBI took blood samples of 250 persons,2018-06-28T08:38:40+05:30,"SHIMLA: After finding that five persons arrested by police had no role in the Kotkhai rape-murder case, the CBI had expanded the ambit of investigation and had taken blood samples of 250 people before finally arresting Anil Kumar on April 13.

 
 The CBI charge-sheet filed in the trial court on May 29 says that role of Ashish Chauhan, Rajinder Singh, Lokjan, Depak and Subhash in the act of rape and murder of Gudiya was not observed in their  ,   and narco analysis tests. After finding that motive of rape and killing of a minor was not established in any of the five subjects (arrested persons), the CBI concluded that without any substantial evidence the local police took harsh steps during interrogation against those arrested.
 
 Since it was a blind case, the CBI while expanding the ambit of investigation took blood samples of 250 people comprising local residents, male teachers of victim’s school, outsider teacher and staff who were present at Mahasu during sports tournament, male students, classmates of the victim, including ex-students of the school, some relatives of the victim, labourers, including wood cutters, carriage labourers working in the area during the relevant period. The CBI had also examined their movement from June 4-6, 2017.
 
 During the course of investigation, Anil came under the CBI radar and a team started tracking his movement. It was found that he was using the mobile phones of other people to call his relatives. The CBI had also taken the blood samples of Japhi Devi, mother of Anil. 
 
 The Central Forensic Science Laboratory (CFSL) in its report on March 28 had confirmed that the reference DNA extracted from the exhibits seized from the scene of crime and that from the body of the deceased was found consistent with Anil Kumar. After this the CBI intensified the field investigation to trace him, who was missing and whose whereabouts were untraceable.
 
 
"
"Rape of 7-year-old sparks protest, violence in MP’s Mandsaur",2018-06-28T10:31:41+05:30,"INDORE: A day after the brutal rape of a 7-year-old girl, minor incidents of violence were reported in Mandsaur town as protestors took to the streets seeking capital punishment to the accused on Wednesday.

 
 Members of   community, mostly florists, came out on the streets in the morning raising slogans seeking death sentence to the accused, Irfan Mev alias Bhaiyyu, who was arrested hours after the girl was found raped and with slit throat on Wednesday.
 
 Protesters, who had reached Kotwali police station in the night, pelted stones at buses, while seeking custody of the accused. Police thwarted the efforts and ensured that violence did not break out.
 
 “Stones were pelted at two buses on Tuesday night. We have registered cases against the perpetrators,” Mandsaur SP Manoj Singh told reporters.
 
 Police have been deployed in sensitive areas in strength to prevent any flare-up, he said adding a sharp eye is kept on inflammatory social media posts.
 “Three-four cases have been registered against people posting inflammatory material. We will not allow peace to be disturbed,” the SP said.
 
 On Thursday, most of the schools in the town declared a holiday, fearing violence. Shops were yet to open for the day as rallies were being taken out in the city to protest the rape.
 
 The girl was found bleeding in a farm on Wednesday morning. The rapist had slit her throat and left her to die, but she survived the night and was battling for life at a hospital in  .
 
"
Four-year-old allegedly raped by juvenile,2018-06-28T16:35:55+05:30,"NAGPUR: A Std IV student has been rounded up by cops for allegedly raping a four-year-old girl on the pretext of playing with her on Tuesday evening. The   was been booked under section 376 of   (IPC) and Protection of Children from Sexual Offences (POCSO).

 
 According to cops, the juvenile lives in the neighbouring house of the survivor. They both were playing outside their houses when the juvenile took the survivor to a public bathroom near their house on the pretext of playing with her.
 
 The Std IV student undressed the survivor and tried to force himself on her. However, the survivor started crying and fled the spot. When she returned home, the survivor’s mother noticed that her cloths were worn inside out. So the mother asked her about her clothes, and she narrated her ordeal to her mother.
 
 The mother-daughter duo approached Gittikhadan police and registered a case of rape against the juvenile. Medical examination of the survivor and the   has been conducted following the complaint.
 
 It is learnt that the family of the survivor was going to admit her in school this year. The survivor’s father works as a labourer at a shop.
 
 
"
