title,datetime,raw_txt
Ahmedabad SUV gang rape complainant took picture herself and edited it: Crime branch,2018-08-22T05:48:32+05:30,"AHMEDABAD: The case in which a 22-year-old woman filed a complaint alleging she was gang-raped in an SUV, has fallen flat,   officials say.

 While the case made headlines, top city police officials said they have now received forensic report of narco analysis, brain mapping and other tests conducted on the accused, along with material evidence, which suggest that the version of events given in the complaint do not match what happened.
 
  
  
 “We can even prosecute the woman for lodging a false FIR with the intention to frame the accused,” a top city police official said.
 
 Crime branch officials said they submitted the report in a sealed cover to the public prosecutor who will probably submit it to the high court soon. “In response to the court’s question about why no arrests were made in the case, we stated that the FIR is fabricated with mala fide intention to frame the accused and hence arrests have not been made,” the official said.
 
 Crime branch sources said they have material evidence to suggest that even the picture of the alleged sexual assault has been edited multiple times. 
 
 “We have forensic evidence to show the photograph was taken by the complainant herself and edited multiple times. The background of the image was changed to make it look like it was taken in a car,” said a senior police official.
 
 The complainant had lodged a complaint against seven persons, including her boyfriend Gaurav Dalmiya, Vrushabh Maru and Yamini Nair.
 
 The woman had stated in her FIR, lodged on June 26, that she was kidnapped in an SUV from near the Rani of   statue three months ago and raped in the moving car. The investigation of this case was later transferred to crime branch.
 
"
Man held for 30-year-old's rape,2018-08-22T07:15:54+05:30,"AMBALA: A police team here has arrested a resident of Patiala for allegedly raping and hurting a 30-year-old woman resident of Ambala. 

 
 On May 31, the survivor told cops that accused mixed some poisonous substance in her cold drink and then raped her. ""The accused also recorded a video and threatened her to upload the same on the internet,"" the complainant said.
 
 The cops said that while threatening the women, the accused forcibly took her   and   from her account. Investigation in this regard is being navigated by lady-inspector Sunita.
 
 ""We are probing the sequences of the crime and allegations made by the survivor against the accused, which are found to be true as per the initial investigation. The accused has been arrested from his residence in Patiala. He was presented before a court, which has sent him to two-day police remand. During his interrogation, we will try to find the reason behind the crime,"" the cop said.
 
 ""A case against the accused under Sections 376 (punishment for rape), 384 (punishment for extortion), and 328 (causing hurt by means of  , etc., with intent to commit an offence) of   has been registered at the women police station on May 31. The medical examination of the woman was conducted at the Ambala City hospital,"" the cop added.
 
 
"
"Woman resists rape bid, set on fire in Nalanda",2018-08-22T07:43:01+05:30,"BIHARSHARIF: A woman was allegedly set on fire by three persons for resisting rape bid at Purna Bigha village under Pawapuri police outpost in   on Monday night.

 
 The woman with over 60% burn injuries was rushed to   Medical College and Hospital after initial treatment at Vardaman Institute of Medical Research, Pawapuri. In her statement to police, the woman, whose husband works in Chennai, accused her co-villager Shankar Manjhi of forcibly entering her house along with his two accomplices and attempting to outrage her modesty.
 
 “After I resisted with full might and tried to raise an alarm, they put cloth in my mouth, poured   on me and set me on fire,” she alleged.
 
 A police officer at Pawapuri outpost said neighbours came to the rescue of the woman after hearing her screams. “They doused the flames and informed the police,” the officer said, adding raids were on to arrest those involved in the incident.
 
 
"
Haryana minor girl fakes rape; her uncles jailed for years acquitted,2018-08-22T08:27:52+05:30,"NEW DELHI: The   on Tuesday acquitted two persons in a 2001   in Faridabad but not before one had served 10 years and the other seven years in jail . 

 
  After years behind bars, one of them appealed in the SC against the concurrent judgments of a Faridabad trial court and the Punjab and Haryana high court convicting them. A bench of Justices N V Ramana and Mohan M Shantanagoudar acquitted the two and said the offence of rape was not proved . 
 
  However, it recorded, ""The first accused Jai Singh has already served out the sentence imposed on him, and appellant Sham Singh has already served sentence of seven years out of the total of 10 years imposed on him."" Though the bench ordered immediate release of Sham Singh, it did not address the fact that the two spent their prime years in jail because of false rape charges. 
 
  The incident dates back to August 22, 2001, when a minor girl alleged that the two brothers, who were her uncles, picked her up at night, took her to their home, tied her hands to a cot and raped her in the presence of their mother, sister, wife and children . 
 
  T he medical report did not substantiate rape. There was no injury mark on her wrists or any part of her body and not any trace of semen. The accused told the court that one of them had slapped the girl for going around with a boy in the village and writing 'love letters'. They also said there was a village panchayat where he had apologised in writing for slapping the girl. But the girl insisted before the trial court that the panchayat was called to hush up the rape case . 
 
 The trial court convicted the accused in June 2011. The HC upheld the conviction.
 
  Writing the judgment for the bench, Justice Shantanagoudar said, ""It is amply clear that the case of the prosecution, as made out, appears to be artificial and concocted. It may not be probable to commit rape in one's own house in front of the sister, children and mother. If in actuality the incident had taken place, the medical evidence would have gone against the accused."" 
 
 After going through the entire evidence, the bench said, ""The evidence of the victim/prosecutrix and her aunt are unreliable, untrustworthy inasmuch as they are not credible witnesses. Their evidence bristles with contradictions and is full of improbabilities. We cannot resist ourselves to place on record that the prosecution has tried to rope in the appellant merely on assumptions, surmises and conjectures.""
 
 Setting aside the concurrent judgment, the bench said, ""The findings of the courts below do not deserve the merit of acceptance or approval in our hands with regard to glaring infirmities and illegalities vitiating them, and the patent errors apparent on the face of record resulting in serious and grave miscarriage of justice to the appellant.""
 
 
"
Man gets life term for rape-murder,2018-08-22T05:56:13+05:30,"PANCHKULA: A local court on Tuesday sentenced a man hailing from Hardoi in Uttar Pradesh to life imprisonment and fined him Rs 20,000 for the   of a 10-year-old-girl more than two years back. 

 
 On April 23, 2016, the  , who works as a maid and was residing at Rally village, Sector 12, Panchkula, had found the body of her daughter at her house. Two days later, police arrested 21-year-old  , who was a  . He was caught from the   on the basis of his mobile tower location. Cops had maintained he was under the influence of liquor when he committed the crime.
 
 The incident had occurred between 11 am and 12 noon, when Kumar had come to his house to take a tent sheet to be used at a rally in Panchkula. He had liquor on way to his place. When he reached near the stairs of his room, he found the minor girl and raped her. For fear of getting caught, he smashed her head with a brick and fled, police said. 
 
 
"
"MP duo gets death for child's rape, 13th this year for sex crime",2018-08-22T09:45:52+05:30,"INDORE: A sessions court sentenced two convicts on Tuesday to death by hanging for the torture and rape of a child in Mandsaur in June. The crime had shocked the country and sparked violent protests. 

 
  Eight persons have now been sentenced to death for child rape since the new law came into effect in MP in April this year. What's more, this is the 15th death penalty in the state in 2018, and the 13th for sexual offences, including child rape. Taking into account the death sentence awarded for the rape and murder of a married woman on August 16, it makes for six sentences of capital punishment this month alone. ""Six death sentences in a month is a record. The credit for this success goes to the prosecution and police,"" said  , director general of public prosecution. 
 
 Chief minister  , who kept pushing for the death-for-child-rape law, welcomed the verdict, saying: ""There is no place for such monsters in our society. Nothing short of the death sentence is enough in cases like this.""
 
 
 
 
 Special judge (Pocso) Nisha Gupta awarded the sentence to convicts Asif and Irrfan, who had kidnapped the girl from her school on June 26, taken her to a deserted place near Qila Road and raped and tortured her. They slit her throat and left her to die, but she survived long enough to be taken to hospital. She underwent multiple surgeries to repair her torn intestines and the near-fatal cut in her throat.
 
 Police nabbed Irrfan the next day after identifying him from CCTV footage, and Asif on June 29. Prodded by the CM, police conducted the probe at a frenetic pace and amassed forensic proof, 95 documents and 50 articles as evidence. The statements of 35 witnesses were recorded in court. “I am thankful that criminals have been sentenced to death,” the CM tweeted.
 
 
"
Haryana minor girl fakes rape; her uncles jailed for years acquitted,2018-08-22T08:27:52+05:30,"NEW DELHI: The   on Tuesday acquitted two persons in a 2001   in Faridabad but not before one had served 10 years and the other seven years in jail . 

 
  After years behind bars, one of them appealed in the SC against the concurrent judgments of a Faridabad trial court and the Punjab and Haryana high court convicting them. A bench of Justices N V Ramana and Mohan M Shantanagoudar acquitted the two and said the offence of rape was not proved . 
 
  However, it recorded, ""The first accused Jai Singh has already served out the sentence imposed on him, and appellant Sham Singh has already served sentence of seven years out of the total of 10 years imposed on him."" Though the bench ordered immediate release of Sham Singh, it did not address the fact that the two spent their prime years in jail because of false rape charges. 
 
  The incident dates back to August 22, 2001, when a minor girl alleged that the two brothers, who were her uncles, picked her up at night, took her to their home, tied her hands to a cot and raped her in the presence of their mother, sister, wife and children . 
 
  T he medical report did not substantiate rape. There was no injury mark on her wrists or any part of her body and not any trace of semen. The accused told the court that one of them had slapped the girl for going around with a boy in the village and writing 'love letters'. They also said there was a village panchayat where he had apologised in writing for slapping the girl. But the girl insisted before the trial court that the panchayat was called to hush up the rape case . 
 
 The trial court convicted the accused in June 2011. The HC upheld the conviction.
 
  Writing the judgment for the bench, Justice Shantanagoudar said, ""It is amply clear that the case of the prosecution, as made out, appears to be artificial and concocted. It may not be probable to commit rape in one's own house in front of the sister, children and mother. If in actuality the incident had taken place, the medical evidence would have gone against the accused."" 
 
 After going through the entire evidence, the bench said, ""The evidence of the victim/prosecutrix and her aunt are unreliable, untrustworthy inasmuch as they are not credible witnesses. Their evidence bristles with contradictions and is full of improbabilities. We cannot resist ourselves to place on record that the prosecution has tried to rope in the appellant merely on assumptions, surmises and conjectures.""
 
 Setting aside the concurrent judgment, the bench said, ""The findings of the courts below do not deserve the merit of acceptance or approval in our hands with regard to glaring infirmities and illegalities vitiating them, and the patent errors apparent on the face of record resulting in serious and grave miscarriage of justice to the appellant.""
 
 
"
"No abortion for 15-year-old rape survivor, says court",2018-08-22T06:09:11+05:30,"CHANDIGARH: A juvenile court on Tuesday dismissed the   plea of a 15-year-old   survivor, citing  . 

 
 The medical board constituted on the directions of the court stated that abortion at this stage (the girl is 25-week pregnant) could be dangerous for her life in its report submitted on Monday. A reference to 10-year-old rape survivor was also mentioned, stating that she had crossed more than   of pregnancy and eventually, her abortion plea was also turned down by the Supreme Court. She had later given birth to a baby girl. 
 
 The mother of the 15-year-old rape survivor had moved the abortion application in the court on her behalf. The matter was sent to a special court, which directed a medical board be constituted. 
 
 Accordingly, the court directed the doctors to conduct a medical examination and submit the report in the juvenile court. The accused is a juvenile.
 
 The boy had allegedly been raping the girl over the last few months. The case came to light when she became pregnant. The accused was arrested on the statement of the girl's parents after she was medically examined.
 
 Parents of the girl had alleged the boy had been living in their neighbourhood a few years back and knew them. Later, he moved somewhere else. The complaint had said the boy's mother had died and when his father would go for work, he would take the girl to his house and rape her. When the girl's menstrual cycle stopped, she told her mother that she had become pregnant after being raped by the accused. She took the girl to a hospital and informed the police.
 
 
"
"Minor's rape: Two get 10 years of jail, four others 3 years",2018-08-22T04:03:03+05:30,"MUMBAI: A special Protection of Children from Sexual Offences ( ) Act court on Tuesday convicted six men for sexually abusing a 13-year-old girl who had left home in a huff to commit suicide in 2013. 

 The child, who was 17 years old when she deposed in 2017, told the court that she wanted to take her life after her family stopped talking to her for getting involved with a classmate of hers. Two of the accused- a neighbour, who assaulted her when she first stepped out of her house, and a man, Kalpesh Mohite, who raped her later in the night after offering her ""friendship""- were both sentenced to 10 years' imprisonment. 
 
 Four others-Ashish Gupta, Nayan  ,   and Sanjay Jadhav-who were also present in the car with Mohite, were sentenced to three years in jail on charges of sexually abusing her. The neighbour's name has been withheld to protect the identity of the minor.
 
 The minor said on May 28, 2013, she left home after her parents and brother fell asleep at 3am. She said as soon as she left, her neighbour spotted her and asked her where she was going. The minor stated that the accused then took her to the mezzanine floor of his house and raped her. She said she pushed him aside and walked on.
 
 The minor said when she was on the highway, a white car apoproached her with two boys seated inside. The duo asked her for her ""friendship"" and she ""consented"" to it. The minor said they then took her inside the car and after crossing a signal, parked it near a college. She said the accused then began to molest her and one of them raped her. The minor further said the accused then restarted the car and later stopped at another signal where three more men got in. She said they too began to touch her inappropriately. The minor said she protested and became very disturbed. That was when the accused pulled her out of the car and left.
 
 The minor further said she then tried to make her way to her maternal uncle's residence. However, an autorickshaw driver took her to his place to help her. She said that after offering her a meal, the following morning he dropped her at a railway station. The child said she then took a train and went to her maternal grandmother's place. She was later returned to her residence and her parents took her to the police station as they had filed a missing person complaint.
 She said when cops inquired with her, she revealed the sexual abuse in the car and during her second statement mentioned the rape by her neighbour. She said she described the car to the cops. The cops used the car to trace the accused and the minor identified them in the identification parade.
 
"
"Woman pilgrim gangraped, two held",2018-08-22T12:59:50+05:30,"A young woman pilgrim from Madhya Pradesh was allegedly gangraped by three persons in Alinagar area of Chandauli district on Sunday night. Two persons were arrested on Monday evening while one accused is still absconding. 

 They were booked under section 376D (gangrape) of IPC. According to reports, the woman from Satna (MP), on a pilgrimage in Shrawan month, arrived Pt Deen Dayal Upadhyaya station on Sunday night. 
 
 She was looking for a taxi in the circulating area of the station to go to Varanasi to offer prayer at Kashi Vishwanath temple. After talking to a few taxi drivers she hired a taxi for Varanasi.
 
"
Minor raped in Botad village,2018-08-22T13:05:50+05:30,"RAJKOT: A 16-year-old girl was allegedly raped in a car on the outskirts of her village Refada in   of   on Monday. Police has booked two persons in this regard and initiated probe.

 Police booked Haresh   of Chachariya village for raping the minor and his friend Chetan for aiding the crime.
 
 According to the police complaint, on Monday afternoon, when the girl was returning home from her father’s farm, Bharwad and Chetan intercepted her in their car and told her that they would like to drop her home.
 
 The girl rejected their offer. But Bharwad forcefully pulled her into the car and drove to a small temple on the outskirts of Refada and Chachariya village. There, Bharwad allegedly raped the girl in the car, while Chetan stood guard.
 
 After the incident, the girl told her family about what she underwent before filing the complaint against the duo at Barvala police station late night on Monday.
 
 Barvala circle police inspector H R Goswami has been assigned the probe into the matter.
 
 
"
Domestic help arrested for raping six-year-old,2018-08-22T12:40:04+05:30,"BAREILLY: A 35-year-old man was arrested for allegedly raping a six-year-old girl of a household where he was employed as a domestic help.

 Police said on Sunday evening, the accused lured the girl, took her to a sugarcane field in a village of Bithri Chainpur, and raped her.
 
 The girl’s parents nabbed the accused and handed him over to police. An FIR was registered against the accused and he was sent to jail.
 
 Station house officer (SHO) of Bithri Chainpur police Jai Prakash Yadav said, “The accused has been identified as Rajveer, a native of Biriyatanda village under Dataganj police station in Badaun. He had been working as a domestic help at the girl’s house for the past five months.”
 
 SHO said, “Around 6pm on Sunday, when the girl’s father was busy working in his farm, and her mother and grandparents were at their home, the accused lured to the girl playing outside her house on the pretext of buying toffee and took her to the sugarcane field, 300 metres from her house, and raped her.”
 
 “After an hour when the girl did not return home, her parents started searching for her. They found her crying at the sugarcane field. The girl narrated her ordeals to her mother, following which her father immediately informed to us. We rushed to the spot, but the accused had fled. Around 12.30am, the girl’s parents nabbed the accused and hand him over to us,” said Yadav.
 
 “On the complaint of the girl’s father, an FIR was registered against the accused, Rajveer, under sections 376 ( ), 504 (intentional insult with intent to provoke breach of the peace) and 506 (criminal intimidation) of the Indian Penal Code (IPC) and the Protection of Children from Sexual Offences Act (POCSO Act) on Monday. The accused was sent to jail,” Yadav added.
 
 
"
Form SITs in all dists in 48 hours to probe rape cases: Uttarakhand high court,2018-08-22T13:23:12+05:30,"NAINITAL: Taking suo motu cognizance of   and murder of a 12-year-old girl in Uttarkashi last week, the   on Tuesday directed the state government to form permanent Special Investigation Teams ( ) in all 13 districts within 48 hours to deal with sensitive matters especially crime against women. 

 
 The court also ordered handing over the investigation into the rape of minor in Uttarkashi immediately to SIT. The SIT has been asked to complete investigation in four weeks and submit a chargesheet.
 
 The girl, a resident of a village in Dunda block, was kidnapped from her home, raped and murdered. The mother of the victim is mentally ill while her father is disabled. The incident led to widespread protests in several parts of Uttarakhand with priests of the Gangotri shrine refraining from conducting rituals and puja for several hours on Monday. 
 
 Taking cognizance of a report published in The Times of India and regional newspapers on the rape and murder and demands by residents to hand over the probe to an SIT or CB-CID, the court said, “We are of the view that the inquiry and investigation in these sensitive matters should be carried out by permanent Special Investigation Teams (SITs).”
 
 The division bench of acting Chief Justice Rajiv Sharma and Justice   Tiwari tasked the principal secretary (Home) to the state of Uttarakhand to constitute SITs in all districts of Uttarakhand within 48 hours.
 
 The court added that each SIT should have a senior superintendent of police or superintendent of police, an additional superintendent of police/circle officer/inspector, inspector of police (woman) and a psychologist/counsellor and a woman social worker. 
 
 The court also directed trial courts to fast track matters of rape while adding that it had already directed the state government to consider amendment in the law for imposing death penalty upon persons convicted of rape of minors. “The state government, till date, has not made its stand clear in the matter,” said the court. Notably, CM Trivendra Singh had earlier said that the state would bring a law to hang child rapists. The court also directed the state government to provide protection to rape victims and close family members. 
 
 
"
"Unnao rape and murder case: Key witness dies, buried before autopsy",2018-08-22T20:28:37+05:30,"KANPUR: In a new twist to the   - in which a BJP MLA is an accused - the survivor's family has demanded that the body of a key witness, who died last week, should be exhumed for an autopsy to know the reason for his death. Yunus, who died on August 18, was a witness in the accompanying assault case in which the rape survivor's father was assaulted and succumbed to his injuries in custody of local Maki police station on April 9, 2018.

 
 The matter came to light on Wednesday when the survivor's uncle alleged that Yunus might have been poisoned and demanded an autopsy after exhuming his body. While Maki police station SHO told TOI that Yunus died due to illness, the survivor's uncle sought his family's permission to get the post mortem done.
 
 He said that Yunus was a key witness in the murder of his elder brother whose daughter was allegedly raped by BJP MLA Kuldeep Singh Sengar. ""I met Unnao SP Harish Kumar and submitted my application with him. I requested him to exhume the body and get the post mortem done since he was the main witness in the assault case and it is beyond understanding how did he die all of a sudden,"" he said.
 
 Yunus's neighbours in Maki told TOI that he would run a small grocery shop and fell ill on August 18. ""He was being rushed to district hospital, but he passed away on the way. His family members buried him soon after on the same day without informing the police,"" they say.
 
 ""How did Yunus die all of a sudden? He was absolutely well a day before his death on August 18. Also he was buried hurriedly. Why this haste?"" he asks. In his application to SP Unnao, he has stated that BJP MLA Kuldeep Singh Sengar and his men want to get witnesses eliminated and weaken the entire case. ""I, therefore, urge you to register an FIR and instruct the Makhi police station to initiate legal action,"" his application says.
 
 While the CBI is probing the case, Sengar is in jail for allegedly raping the minor girl in June last year and then conspiring to assault her father - which led to his death in police custody - in April this year. Sengar's brother and his aides are also in jail in the assault case.
 
"
"Sister’s stalker raped, murdered 12-year-old girl, was part of protests against incident",2018-08-22T13:25:04+05:30,"UTTARKASHI: Three days after the brutal rape and   of a 12-year-old girl in   sent shockwaves through the state, police have arrested a 22-year-old man from a village in Dunda block of the district. Mukesh Lal alias Bunty had been stalking the elder sister of the victim following which she had left for her maternal uncle’s residence, which enraged the accused, said police. To thwart suspicion, Mukesh even participated in protests against the incident in the district. 

 
 The girl’s body was found on a bridge in the village on August 18. Earlier, suspicion fell on a group of labourers that had been working on a construction project nearby and had left the area on the day of the incident. Police zeroed in on Mukesh after recording the victim’s elder sister’s statement. 
 
 The sister told police that a youth in the village had been harassing her for a while and had even threatened to kill her on August 17. The woman had left for her maternal uncle’s residence on the same day. The man, who works as a labourer, had also showed up at the victim’s house drunk a few days ago and was beaten up by the victim’s mother. 
 
 DIG (Garhwal) Ajay Rautela said that on the night of August 17, the youth cut off electricity supply to the victim’s house and then kidnapped the minor while the parents slept. 
 
 “He raped the girl 100 metres from her house and then strangled her. Later, he dragged the body for 200 metres and left it at the bridge,” the DIG said. 
 
 He added that Mukesh has confessed to the crime. 
 
 The accused has been booked under sections 363, 376, 302 and 3/4 of the  . The accused was presented at court and sent to New Tehri jail.
 
 
"
"Minor girl raped, murdered in Thane",2018-08-24T00:44:02+05:30,"THANE: A 14-year-old girl was raped and killed by an unidentified person in Bhiwandi   of   on Thursday evening, police said. 

 The incident took place around 5.40 PM at Mankoli village near Bhiwandi. 
 
 The girl was alone at home when an unidentified man entered the house, raped her and strangled her, an official from Narpoli police station said. 
 
 The assailant also forced her head into a tub of water which probably caused the death, he said. 
 
 A case under IPC sections 302 (murder) and 376 (rape) has been registered. Further probe is on.
"
"Greater Noida nursery student's rape: Principal, class teacher booked",2018-08-24T02:27:30+05:30,"GREATER NOIDA: The   and a teacher of a well-known school chain's   campus, where a nursery student was allegedly raped by a swimming pool lifeguard, were booked on Wednesday on charges of criminal intimidation, cruelty and sections of the Protection of Children from Sexual Offences (POCSO) Act.

 
 This is the second time in 40 days that police in Noida have filed charges against a school principal. On July 17, the principal and two teachers of   in Delhi's Mayur Vihar were arrested in the investigation into the death of a 16-year-old student, who committed suicide in March. Her parents had accused the teachers of mentally and physically harassing her.
 
 The reason for extending the probe to the principal and class teacher of the Greater Noida school is the messages sent to the class teacher by the mother of the three-year-old girl. She had informed the class teacher about her daughter's health on the night of July 12, after she was allegedly raped. But it was the parents who went to the police, not the school, investigators said.
 
  TOI had earlier reported that the parents were alarmed by their daughter's sudden resistance to swimming and had informed her class teacher way back on May 15. Circle officer Amit Srivastava said, ""We have sent a progress report to the state government on the case recently,"" he said. 
 
 The principal and the child's class teacher have been booked under Section 19 of the POCSO Act, Section 503 (criminal intimidation) of the IPC and the Section 75 of the Juvenile Justice Act.
 
 The parents have records of WhatsApp conversations that show that the child's mother had informed her teacher multiple times in May and July that she had been resisting swimming and they should try to talk to her. ""Further, in a conversation with the child's mother, the principal tried to influence her and even asked her to tell the Hindi media the incident was not what was being reported. That recorded conversation also implicates them,"" a police officer said.
 
"
"9-year-old raped, dumped in ditch near Vasant Kunj in Delhi",2018-08-24T07:49:46+05:30,"NEW DELHI: A nine-year-old girl was raped in a forested area at Rangpur Pahadi near   on Wednesday night when she had gone to relieve herself in a public toilet. She was found unconscious in a ditch by a few women who alerted her parents.

 The child was admitted to AIIMS Trauma Center with severe injuries in her private parts and internal organs and had to undergo surgery on Thursday.
 
 DCP (southwest) Devender Arya confirmed the developments and said that two people have been detained for questioning. Police suspect that a group of drug addicts from the area could be behind the sexual assault.
 
  
  
 
 The child’s father works as a driver on daily wages. He stays in a shack at the JJ colony with his wife, son and two daughters. The family also runs a cigarette kiosk. The parents said that the girl had stepped out on Wednesday evening to relieve herself after returning home from coaching classes when she was dragged into the bushes and raped.
 
 Her parents took the bleeding girl to a private hospital from where she was referred to AIIMS and cops were informed. Sources said the child has been admitted in the ICU as doctors suspect that her injuries have become infected.
 
 Locals said that the colony has a temporary toilet running out of a porta cabin in an unlit area bordering the forest. The women in the colony normally form a group while going to the toilet, but on Wednesday the girl didn’t find anyone to accompany her.
 
 The women who spotted the child said that the assailants seemed to have smothered her after raping her due to which she fell unconscious. They then dumped her in the ditch. She had injuries on her cheek and arms. There are no CCTV cameras in the area. The child’s mother, who spoke to her on Thursday, claimed that the assailants were masked.
 
 Police are waiting for the girl to record her statement under Section 164 CrPC based on which the sketch of the accused would be prepared. The girl studies in Class IV in a nearby government school.
 
 A case under IPC section 376 (rape) and POCSO Act has been registered. The possibility of multiple assailants has not been ruled out. Cops suspect the girl may have been on the radar of the assailants for some time.
 
"
Patna HC bars media from reporting Muzaffarpur rape probe,2018-08-24T08:38:13+05:30,"PATNA: The   on Thursday restrained the electronic and print media from reporting the ongoing CBI inquiry into the case of rape of inmates of Balika Grih, a government home for minor girls at  , saying it might help the suspects.

 A division bench of Chief Justice M R Shah and Justice Ravi Ranjan, while hearing further the two PILs which had pleaded for a CBI probe into the case, also sought to know from the government counsel how the information about the CBI activities was getting leaked to the media.
 
 “We have seen media reports about the future course of investigation. Such reports may hamper the investigation,” the court observed and added the case must be brought to a logical conclusion.
 
 
"
Nursery student’s rape: Class teacher and principal booked,2018-08-24T07:17:00+05:30,"Greater Noida: The principal and a teacher of a well-known school chain’s Greater Noida campus, where a nursery student was allegedly raped by a swimming pool lifeguard, were booked on Wednesday on charges of criminal intimidation, cruelty and sections of the Protection of Children from Sexual Offences Act.

 This is the second time in 40 days that police in Noida have filed charges against a school principal. On July 17, the principal and two teachers of Ahlcon Public School in Delhi’s Mayur Vihar were arrested in the investigation into the death of a 16-year-old student, who committed suicide in March. 
 
 Her parents had accused the teachers of mentally and physically harassing her.
 
 The reason for extending the probe to the principal and class teacher of the Greater Noida school is the messages sent to the class teacher by the mother of the three-year-old girl. She had informed the class teacher about her daughter’s health on the night of July 12, after she was allegedly raped. But it was the parents who went to the police, not the school, investigators said.
 
 TOI had earlier reported that the parents were alarmed by their daughter’s sudden resistance to swimming and had informed her class teacher way back on May 15. Circle officer Amit Srivastava said, “We have sent a progress report to the state government on the case recently,” he said.
 
 The principal and the child’s class teacher have been booked under Section 19 of the POCSO Act, Section 503 (criminal intimidation) of the IPC and the Section 75 of the Juvenile Justice Act.
 
 The parents have records of WhatsApp conversations that show that the child’s mother had informed her teacher multiple times in May and July that she had been resisting swimming and they should try to talk to her. “Further, in a conversation with the child’s mother, the principal tried to influence her and even asked her to tell the Hindi media the incident was not what was being reported. That recorded conversation also implicates them,” a police officer said.
 
 The police also recorded statements of at least 10 parents who had said the school did not fix security lapses despite the parents pointing them out to the authorities multiple times. At least one parent had informed police about harassment of their child and alleged bullying.
 
 Parents of the nursery student told TOI they had met SSP Ajay Pal Sharma last Saturday and he had assured them of action against more persons. “The SSP assured us of more arrests soon. Our only hopes are on the police inquiry now. For at least four weeks, the case had been at a standstill,” the child’s father said.
 
 Earlier, the parents had met the ADM demanding that the principal be arrested and her name be added in the FIR .
 
 
"
"Witness in Unnao Rape case dies, Rahul Gandhi smells 'conspiracy'",2018-08-24T08:59:39+05:30,"NEW DELHI: One of the witnesses in the rape case of a minor girl in Unnao, in which   MLA Kuldeep Singh Sengar was allegedly involved, has died, prompting a terse remark from Congress president  , who said it smelled of a conspiracy.

 The CBI, which is probing the alleged rape case, said the safety and security of witnesses is a responsibility of the state police and it was not in the domain of the central agency.
 
 According to the information shared by the Uttar Pradesh Police with the CBI, the witness, named Yunus, who ran a general merchant shop in Makhi village, where the MLA and the victim also live, was allegedly not well for sometime.
 
 He was suffering from some liver ailments for quite some time and died last week, they said.
 
 Rahul Gandhi, who is in Germany, took to   and cited a news report that the witness ""died under mysterious circumstances"" and was ""buried hurriedly without getting his post-mortem done"".
 
 ""The mysterious death & hurried burial without an autopsy, of the key witness in the #Unnao rape & murder case, involving BJP MLA Kuldeep Sengar, smells of a conspiracy. Is this your idea of “justice for our daughters”, Mr 56?,"" Gandhi wrote in comments while re-tweeting the story.
 
 Yunus was a witness in the CBI case involving fatal assault on the father of the rape victim allegedly by the brother of the MLA Atul Singh Sengar and four others.
 
 The father of the rape victim had died in the prison where he was kept on the alleged false charges under the arms act.
 
 Yunus' family has given a statement to the police that he was suffering from liver ailment since 2013 and his death is the result of the disease, UP Police sources said.
 
 They said documents related to the treatment undertaken by Yunus have also been recovered by the police. 
 
"
Four held for extorting Rs 3 lakh from rape accused,2018-08-24T09:38:59+05:30,"JAIPUR: In a major twist into a rape case filed at Ashok Nagar police station against the son of an influential family by their housemaid, the police on Thursday arrested the complainant’s husband and three others for extorting Rs 3 lakh from the accused on the pretext of withdrawing the complaint.

 
  of police (Jaipur South) Vikas Pathak said that a special team arrested the complaint’s husband, and three others identified as Jagdev (46), his wife Lakshmi (42), and Vimbla Devi (50). All of them were arrested from New Delhi’s   while taking money from the complainant’s relative.
 
 The complaint’s husband and Vimal Devi have been running a placement agency for a very long time and used to provide house maids to families. They also claimed to have been running an NGO.
 
 The 22-year-old woman from   who was working as a housemaid had on August 8 filed an FIR in which she alleged that she had come to Jaipur to work at the house of an influential family in January of this year. “She alleged that house owner’s son had raped her on multiple occasions, and the family kicked her out of the house when she became pregnant,” an official said, adding that she also made serious allegations that she was being threatened by the family which tried to kill her.
 
 “Just a few days after the woman filed the FIR at Ashok Nagar police station; her husband tried to contact the accused’s father and demanded money for withdrawing the complaint. Finally on August 21, the four accused demanded an extortion of Rs 22 lakh,” Pathak said, adding that it was agreed that a first installment of Rs 3 lakh will be paid on August 22 in Delhi, and Rs 19 lakh was to be paid on a condition that the complainant will change her statements in the favour of accused.
 
 Pathak said that while four persons have been arrested for demanding for blackmailing and extortion, the investigation into the rape case is pending and allegations made by the woman are being probed.
 
 The police, however, said that while the complaint’s husband has been arrested, her role has not come to the fore yet. But she has also not come to give her statements to police despite several reminders.
 
"
